"","state","date","temp","ah","o3"
"53","ky",2011-10-02,15.3139847114326,9.40223995360797,46.683256673466
"54","ky",2011-10-09,16.5783314757793,11.0374965642975,38.6070476924642
"55","ky",2011-10-16,11.4945400686547,7.6525066499379,33.0080963841131
"56","ky",2011-10-23,11.4076413519943,8.14525683719681,36.9044459953862
"57","ky",2011-10-30,9.25146221367232,6.42514194288636,39.7692686120603
"58","ky",2011-11-06,10.5309406717222,6.97002114759526,43.2860971237504
"59","ky",2011-11-13,11.4302924776695,8.11147645849145,38.4675597087844
"60","ky",2011-11-20,12.1196768734031,9.99471518050326,32.4798046067435
"61","ky",2011-11-27,5.72623545630271,6.64870935395311,29.026913450281
"62","ky",2011-12-04,4.91529441321881,6.13192184916585,29.9546095943212
"63","ky",2011-12-11,5.57515835879704,6.63740352169814,28.9510211508133
"64","ky",2011-12-18,6.71670759580947,7.0494938734518,26.0083349418963
"65","ky",2011-12-25,5.24664361956802,5.73411762120725,32.7913692325939
"66","ky",2012-01-01,3.97680234972675,4.35571066323115,34.5908590285123
"67","ky",2012-01-08,2.76476483172457,5.43578861399112,26.7131379400769
"68","ky",2012-01-15,2.93116742909183,5.16801893956317,30.24221957273
"69","ky",2012-01-22,5.99465949258389,6.99536446753679,29.826913450281
"70","ky",2012-01-29,8.48785677149545,6.26015507053045,37.3515733142265
"71","ky",2012-02-05,2.41501096650679,5.43525332361802,31.5877978040225
"72","ky",2012-02-12,3.11455745176756,5.2945742957746,34.5483420217095
"73","ky",2012-02-19,6.84386584179024,6.00263498712118,39.3381379400769
"74","ky",2012-02-26,10.5521991751236,6.44373074135612,40.5230269194826
"75","ky",2012-03-04,7.64375246310543,5.35466549284175,41.3582731619264
"76","ky",2012-03-11,16.8529361365748,11.8181830067435,38.8171297814973
"77","ky",2012-03-18,20.0096821683209,12.8525576042367,44.0328076927464
"78","ky",2012-03-25,16.5504984948515,10.4742343496381,46.8159196820729
"79","ky",2012-04-01,16.0672218508605,11.0928492747723,45.4955616651595
"80","ky",2012-04-08,11.5658046173004,6.03014640210847,49.3158542712932
"81","ky",2012-04-15,16.1077547306791,10.1739446053012,45.3775412749951
"82","ky",2012-04-22,13.7762915915225,8.74755402607532,48.9927377286707
"83","ky",2012-04-29,22.3172218508605,16.4871673157546,42.8583683261007
"84","ky",2012-05-06,18.761382848593,12.4662724088622,50.3526832024356
"85","ky",2012-05-13,19.5348005829306,13.4533976662825,57.3643065522881
"86","ky",2012-05-20,22.4011286182073,14.9005801131541,54.7608991178858
"87","ky",2012-05-27,21.9360919018052,15.2682990007805,51.5108687485952
"88","ky",2012-06-03,19.9550352681573,12.2215260488429,54.5467045114718
"89","ky",2012-06-10,22.9701402348752,15.4025354052207,54.4452544358998
"90","ky",2012-06-17,25.579971264061,16.2312238176114,56.2705869215787
"91","ky",2012-06-24,26.4470987602208,13.1674772854374,71.7207094714796
"92","ky",2012-07-01,29.0080306598623,18.1476701667374,66.4317487022394
"93","ky",2012-07-08,25.3546886181047,19.4408830193732,49.4783869122571
"94","ky",2012-07-15,26.1164691981563,21.1076251357973,46.4177512175031
"95","ky",2012-07-22,27.5028561877818,20.5184221774785,53.4196584833034
"96","ky",2012-07-29,26.2504781765034,18.9786067681325,57.2536025242555
"97","ky",2012-08-05,24.8270109257278,18.3010686354587,53.5047163241877
"98","ky",2012-08-12,21.9919016276043,15.3649811274907,50.3538596852358
"99","ky",2012-08-19,22.2714715200774,13.1177391002684,61.1007732654827
"100","ky",2012-08-26,25.3477644028219,17.8264243530717,47.1067245318685
"101","ky",2012-09-02,24.2315329640098,20.2309232932219,39.9895798759033
"102","ky",2012-09-09,19.5940501155229,12.9220123332199,46.3289870673513
"103","ky",2012-09-16,17.9859388601582,12.322443293783,39.7806695260491
"104","ky",2012-09-23,16.9259343702274,12.3049537597257,40.5097754541346
"105","ky",2012-09-30,16.2494582311708,12.2666602585599,38.898354638314
"106","ky",2012-10-07,10.379766450953,7.73817130245817,33.9082129956703
"107","ky",2012-10-14,14.5136630203334,9.28943283610581,36.507797273826
"108","ky",2012-10-21,15.6762334248393,9.95193691491507,40.7825899041129
"109","ky",2012-10-28,6.92764151495708,5.48910103862427,31.5666159431835
"110","ky",2012-11-04,7.22154832499292,6.28532176825051,36.6061651509612
"111","ky",2012-11-11,6.4235452527963,5.65659777433899,34.4998726339544
"112","ky",2012-11-18,8.22149671793043,5.97866190474247,42.6218778093091
"113","ky",2012-11-25,5.0109542629291,5.25539473907759,36.6660644394353
"114","ky",2012-12-02,12.997913316094,10.1452262017659,32.2911486426424
"115","ky",2012-12-09,5.50121237626111,6.64931473466988,30.1544644706891
"116","ky",2012-12-16,7.3364191248064,7.24491945449911,34.9610971237504
"117","ky",2012-12-23,2.54796921592994,5.58278750914162,30.986607327832
"118","ky",2012-12-30,-0.55354117020386,4.17589705041871,33.8208712525744
"119","ky",2013-01-06,7.83660752755337,7.73853160897599,34.6813705618843
"120","ky",2013-01-13,3.11987554509208,5.7606651276254,27.0334113782108
"121","ky",2013-01-20,-2.00355083695499,2.75193964543008,35.0638110380748
"122","ky",2013-01-27,4.37384379906033,6.37291777854218,36.0534933946681
"123","ky",2013-02-03,3.84264511268923,5.04979673850024,40.0263960720884
"124","ky",2013-02-10,4.83881369506471,5.0585498452251,41.4906817863741
"125","ky",2013-02-17,2.05045979997787,4.06101516346322,43.0225695414762
"126","ky",2013-02-24,2.9592118352081,5.17124282272461,33.4661351860431
"127","ky",2013-03-03,2.15244259490051,4.51624517994247,39.8786067479624
"128","ky",2013-03-10,8.24795436282607,5.73639646463895,46.5076692528118
"129","ky",2013-03-17,3.76361440326749,4.75609389758317,38.5901195406192
"130","ky",2013-03-24,4.04625759216378,5.37041051082717,44.3417548101117
"131","ky",2013-03-31,8.3316982051906,5.38845021252374,51.2857631826915
"132","ky",2013-04-07,17.0933292944079,9.86369834679224,45.1193254537537
"133","ky",2013-04-14,16.260816979137,10.7738147219519,44.1731258200541
"134","ky",2013-04-21,11.7936577016329,7.31468333792727,49.3513656069365
"135","ky",2013-04-28,17.1274338642577,11.4218731559155,43.7340047001106
"136","ky",2013-05-05,15.7321642220902,12.3191077749944,39.7850042554455
"137","ky",2013-05-12,17.6268528667788,11.1476364466615,50.8794508106633
"138","ky",2013-05-19,19.551456041382,14.5615020779229,40.2953452440538
"139","ky",2013-05-26,22.630821120747,14.5200110669609,44.4145620809511
"140","ky",2013-06-02,20.6604304003563,15.1284225903636,46.578472410557
"141","ky",2013-06-09,22.8850946250206,16.709570050502,47.8194382145753
"142","ky",2013-06-16,23.2730677629937,17.229220976153,51.706594929113
"143","ky",2013-06-23,24.6876480876694,18.9529017402833,44.6114513161122
"144","ky",2013-06-30,21.2053021952281,17.7537725415043,35.4193689276013
"145","ky",2013-07-07,23.9504181903441,18.602174512843,44.0880281504656
"146","ky",2013-07-14,26.3951678850938,20.698271949577,40.5969174948885
"147","ky",2013-07-21,22.8385165686332,18.1580097491308,42.8386725332901
"148","ky",2013-07-28,21.0917244632031,15.9674520383817,39.8382401798059
"149","ky",2013-08-04,23.3540001437708,19.4829574993787,38.843888285661
"150","ky",2013-08-11,21.217095381866,16.6240282833008,39.3806900948376
"151","ky",2013-08-18,23.1768459487594,18.6483792704495,41.2200144028977
"152","ky",2013-08-25,25.1350501109597,19.7308797680679,47.3910906074137
"153","ky",2013-09-01,22.1123202859416,16.9353828630103,47.2389273399287
"154","ky",2013-09-08,22.5064345801919,17.6145921619793,44.0046631555315
"155","ky",2013-09-15,19.8961692472538,15.3685339669751,38.9956710006454
"156","ky",2013-09-22,17.7711669813033,12.7878154279083,39.7605578200692
"157","ky",2013-09-29,20.5535406961865,16.6092349366468,34.1759575363788
"158","ky",2013-10-06,15.7375501024182,11.4001621330362,36.7728199495629
"159","ky",2013-10-13,14.7367120951467,11.8759916515887,29.5588176819892
"160","ky",2013-10-20,6.93243266980367,6.17037233858735,30.0779975761691
"161","ky",2013-10-27,13.385278711126,10.5033905495628,31.0260461961524
"162","ky",2013-11-03,9.15223397808126,6.55313556620097,37.7383080081041
"163","ky",2013-11-10,5.68265840381915,5.12669838157357,35.5260863547151
"164","ky",2013-11-17,9.22108919706838,7.69924651348364,32.8258930421177
"165","ky",2013-11-24,-0.91677088523615,3.51292189073776,30.6223216135463
"166","ky",2013-12-01,7.32573352393493,7.6020666305218,29.1121175319136
"167","ky",2013-12-08,-1.12576559423086,4.03728274861633,30.9457910013014
"168","ky",2013-12-15,6.22226497602193,6.36574632044397,34.658376035315
"169","ky",2013-12-22,2.2180814679304,4.91863530945616,35.6192603890565
"170","ky",2013-12-29,-1.03765294459522,3.92226725992868,33.1514032461993
"171","ky",2014-01-05,-1.70395489464238,4.33243176708522,33.7146685523218
"172","ky",2014-01-12,1.4624178272859,4.57422067347467,34.6088862393966
"173","ky",2014-01-19,-4.46527176707037,2.71186370191457,35.9369474638864
"174","ky",2014-01-26,-2.95145636436607,2.22856032474239,38.821301205383
"175","ky",2014-02-02,-2.26450751075055,4.29572334326537,35.4219814774918
"176","ky",2014-02-09,-3.04669445960417,3.38857563330272,40.64692561147
"177","ky",2014-02-16,7.0600074804311,5.56184060038708,42.2403488244306
"178","ky",2014-02-23,0.543891387631036,3.10621482105684,35.9968414373232
"179","ky",2014-03-02,0.466456582316349,4.54906120017007,40.267701105359
"180","ky",2014-03-09,8.46589380731404,5.7186893602166,46.5903789528383
"181","ky",2014-03-16,7.35068413204011,5.6708307518624,38.954498644968
"182","ky",2014-03-23,5.38417571293838,5.18846199660134,41.307272513136
"183","ky",2014-03-30,12.713823281537,8.38516846720634,45.5560101357585
"184","ky",2014-04-06,13.309885507883,8.13374566070679,50.9963868736738
"185","ky",2014-04-13,13.0911840729679,7.47709503303323,51.7778494587078
"186","ky",2014-04-20,16.1293647528968,8.25955860298864,55.2754685063268
"187","ky",2014-04-27,15.2749253762335,10.3818256692937,44.8816476446488
"188","ky",2014-05-04,20.8030983697277,12.1218553280352,51.7565385514822
"189","ky",2014-05-11,17.4918344695917,13.40429488853,39.8076802249516
"190","ky",2014-05-18,18.8538154336131,11.9344697968629,52.5786147648302
"191","ky",2014-05-25,22.6284925365032,16.5903529568449,44.7672681970178
"192","ky",2014-06-01,22.7609755952668,17.07962844613,43.3660255221316
"193","ky",2014-06-08,20.805922086216,15.474365150822,45.7358941592416
"194","ky",2014-06-15,25.4269864836235,18.3853117567564,42.1665829135989
"195","ky",2014-06-22,24.6562948736462,18.9267787458113,45.9519370395486
"196","ky",2014-06-29,23.1755692500634,17.0900342142235,38.7789537605519
"197","ky",2014-07-06,24.1358867103809,16.0051820343806,52.7096773438033
"198","ky",2014-07-13,21.4768731049387,15.5735458266815,38.5067405664976
"199","ky",2014-07-20,23.4910454405396,17.6069216604119,45.1378239489459
"200","ky",2014-07-27,21.5883810524453,15.1181768892277,47.1472523537871
"201","ky",2014-08-03,23.0634804705528,17.0214731346334,51.4257522531316
"202","ky",2014-08-10,21.9479846307193,16.7481947913707,41.973227675654
"203","ky",2014-08-17,24.5822759381099,20.8505995104542,38.5801569638298
"204","ky",2014-08-24,25.2804149638352,19.9643714246871,47.7321091223503
"205","ky",2014-08-31,24.4719595088538,20.5887382491978,34.9100773498643
"206","ky",2014-09-07,20.3503605381446,15.752115864635,33.6490512727668
"207","ky",2014-09-14,17.1784368422014,12.3767230620294,41.6643290505445
"208","ky",2014-09-21,17.9673650961668,11.8433593020192,41.7414795453996
"209","ky",2014-09-28,18.8265213202417,12.921046006006,42.5996868995955
"210","ky",2014-10-05,14.4503308440512,11.0609437238509,31.904339221625
"211","ky",2014-10-12,15.4907566046986,12.2497185983876,27.3013168174446
"212","ky",2014-10-19,10.8773124243795,8.3117093933886,32.624214807295
"213","ky",2014-10-26,11.8352597019809,8.64545838698071,35.5724716956238
"214","ky",2014-11-02,8.08957598071193,6.29522799342847,37.7279338584442
"215","ky",2014-11-09,4.05836753144636,4.80776994413085,33.0815052870157
"216","ky",2014-11-16,0.294046488719051,3.51100027082021,37.8194304570837
"217","ky",2014-11-23,5.64603309274899,5.64228822012897,33.2223807935428
"218","ky",2014-11-30,7.97743148343064,8.23125485988006,24.5782739944987
"219","ky",2014-12-07,2.83577715948198,4.9064943661629,29.2505529060633
"220","ky",2014-12-14,3.28278176777691,5.44007786940692,23.5651787564034
"221","ky",2014-12-21,6.55311353608326,6.9023076033062,28.5146685523218
"222","ky",2014-12-28,1.70740998271861,5.04582073489232,27.221301205383
"223","ky",2015-01-04,-3.87786655591559,3.04600313365617,32.6566753550429
"224","ky",2015-01-11,0.0865388225679767,4.1564794936527,31.7381379400769
"225","ky",2015-01-18,3.98774298239283,4.7863371672457,33.220450865247
"226","ky",2015-01-25,0.985332861028632,4.19814956320451,33.9993624298728
"227","ky",2015-02-01,0.948679895073904,3.43930992210079,38.8850767155871
"228","ky",2015-02-08,1.48446717965233,4.34487682861683,35.1273106474612
"229","ky",2015-02-15,-9.5881333878065,1.93801428999541,38.2276205046472
"230","ky",2015-02-22,-3.81368225236733,2.82692832837686,38.3257336989122
"231","ky",2015-03-01,0.221695768089777,4.51408483602025,41.7168007857472
"232","ky",2015-03-08,10.3132301596242,8.3374108612949,39.2334008849374
"233","ky",2015-03-15,9.8407433871374,6.72064305842523,40.6838009268643
"234","ky",2015-03-22,8.65423545062946,6.1916307737964,38.5813494728218
"235","ky",2015-03-29,11.6769867733808,6.71045242004961,45.8139579459298
"236","ky",2015-04-05,16.047158481334,10.4624585893486,41.1152747777148
"237","ky",2015-04-12,16.6769711240364,10.9139814617426,43.2866777172221
"238","ky",2015-04-19,13.2720682734687,8.19661264406735,47.2144359151461
"239","ky",2015-04-26,12.3625079705714,7.60152975726643,49.8978520845726
"240","ky",2015-05-03,21.2275158739099,12.1743206431209,59.9202010894834
"241","ky",2015-05-10,20.3542354506295,13.3254270093967,45.9878334995903
"242","ky",2015-05-17,17.8306904770845,12.8441331675636,41.8596750933707
"243","ky",2015-05-24,22.2761931225871,16.1666207150668,41.1100698941481
"244","ky",2015-05-31,19.2241051318935,14.4309551158374,40.3923524500276
"245","ky",2015-06-07,24.6102155011802,17.6517382422453,50.7020504276617
"246","ky",2015-06-14,25.5039297380153,20.5148300211952,30.4824106783416
"247","ky",2015-06-21,24.859420073035,19.5902414932268,45.0932397754153
"248","ky",2015-06-28,21.8486106982065,17.4059196801621,43.8874650564324
"249","ky",2015-07-05,23.7533419171631,20.0447873467139,33.4349007459732
"250","ky",2015-07-12,25.0444651324969,20.5997410065435,41.3004854224895
"251","ky",2015-07-19,24.7973351297157,19.4415828421357,47.8105354123262
"252","ky",2015-07-26,25.4795161343258,19.6329299136381,46.6343118397051
"253","ky",2015-08-02,23.1978397540505,18.3917164895186,44.659648244761
"254","ky",2015-08-09,23.0700321518015,17.6073879068112,44.3228354587812
"255","ky",2015-08-16,22.5370060381302,17.6326256009645,39.8801288501804
"256","ky",2015-08-23,20.7490125858084,14.3368097195524,43.968690528618
"257","ky",2015-08-30,24.6092026587139,18.0164520237905,54.7954850395258
"258","ky",2015-09-06,22.8635638228082,17.3806104897132,41.5358380772927
"259","ky",2015-09-13,18.6204754422433,12.0507097873876,47.1828332155504
"260","ky",2015-09-20,18.809684652002,12.4593252293835,42.8955700997568
"261","ky",2015-09-27,17.2213758454683,14.5064140054368,22.0952302767847
